token_estimate,char_count,word_count,message_count,role_counts,max_turn_chars,avg_turn_chars,pii_flag,url_flag,handle_flag,prompt_injection_flag,prompt_injection_patterns,ritual_marker_count,topic_drift_estimate,too_long_flag,llm_readability_score,pack_id,chapter_id,chapter_title,session_id,start_time_utc,end_time_utc
1478,5914,867,4,"{'assistant': 2, 'user': 2}",3362,1477,False,False,False,False,[],4,0.898,False,100,cc5f7f036751,68594a2e-7474-8013-ae97-ac8fb654aa89,Ковка,68594a2e-7474-8013-ae97-ac8fb654aa89::S4,2025-06-25T03:23:32.987000Z,2025-06-25T03:26:34.269966Z
479,1918,289,2,"{'assistant': 1, 'user': 1}",1908,958,False,False,False,False,[],2,0.993,False,100,c6b9b2adde4f,68594a2e-7474-8013-ae97-ac8fb654aa89,Ковка,68594a2e-7474-8013-ae97-ac8fb654aa89::S5,2025-06-25T06:26:16.175000Z,2025-06-25T06:26:29.467630Z
657,2629,437,8,"{'assistant': 4, 'user': 4}",670,327,False,False,False,False,[],1,0.959,False,100,8b0c7f35f70c,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S1,2025-06-24T05:33:33.736000Z,2025-06-24T05:43:29.643563Z
4216,16866,2658,34,"{'assistant': 17, 'user': 17}",1268,495,False,False,False,False,[],1,0.912,False,90,0f4eeb696647,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S2,2025-06-24T10:21:06.350000Z,2025-06-24T11:24:44.932253Z
1543,6174,1045,15,"{'assistant': 8, 'user': 7}",964,410,False,False,False,False,[],4,0.939,False,90,6df027444f82,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S3,2025-06-24T12:35:11.225000Z,2025-06-24T13:42:16.928618Z
2696,10787,1736,24,"{'assistant': 12, 'user': 12}",1618,448,False,False,False,False,[],4,0.949,False,90,954274ed49ef,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S4,2025-06-24T15:03:46.549000Z,2025-06-24T15:46:30.111628Z
2458,9835,1535,19,"{'assistant': 10, 'user': 9}",1778,516,False,False,False,False,[],9,0.901,False,90,13a0afa50154,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S5,2025-06-24T17:12:14.655000Z,2025-06-24T17:55:23.153793Z
297,1189,170,2,"{'assistant': 1, 'user': 1}",1100,594,False,False,False,False,[],2,0.97,False,100,85c585d47e39,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S6,2025-06-25T04:43:51.552000Z,2025-06-25T04:43:53.609373Z
2496,9986,1615,10,"{'assistant': 5, 'user': 5}",2598,997,False,False,False,False,[],25,0.856,False,100,c77779a62f85,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S7,2025-06-25T16:04:44.239000Z,2025-06-25T16:14:40.391821Z
31519,126076,16777,24,"{'assistant': 14, 'user': 10}",63159,5252,True,True,True,True,['\\b(system|developer)\\s*[:\\-]\\s*'],115,0.931,False,35,a0aeaa461f2c,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S8,2025-06-26T02:58:02.454000Z,2025-06-26T04:44:43.027560Z
249,996,157,4,"{'assistant': 2, 'user': 2}",553,248,False,False,False,False,[],0,0.967,False,100,145fcb8bb8d1,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S9,2025-06-26T06:52:04.972000Z,2025-06-26T06:55:16.485139Z
21168,84674,11434,11,"{'assistant': 6, 'user': 5}",79645,7696,False,False,False,False,[],2,0.966,False,80,27278134675c,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S10,2025-06-26T09:59:24.667000Z,2025-06-26T10:51:28.793588Z
15366,61466,9215,103,"{'assistant': 55, 'user': 48}",10450,595,False,False,False,False,[],48,0.912,False,80,c29119b010ca,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S11,2025-06-26T12:23:09.618000Z,2025-06-26T18:29:12.328056Z
17843,71373,10916,103,"{'assistant': 55, 'user': 48}",8198,691,False,False,False,False,[],87,0.8,False,90,a840c7d3017a,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S12,2025-06-27T03:30:50.647000Z,2025-06-27T08:14:27.845077Z
5053,20214,2985,27,"{'assistant': 14, 'user': 13}",3128,747,False,False,False,False,[],20,0.919,False,90,f5abff9c1a42,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S13,2025-06-27T09:15:30.864000Z,2025-06-27T11:25:57.091626Z
6571,26286,4219,43,"{'assistant': 23, 'user': 20}",3214,610,False,False,False,False,[],16,0.899,False,90,57f027ae6266,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S14,2025-06-27T14:58:54.164000Z,2025-06-27T18:53:48.646082Z
1784,7136,1018,12,"{'assistant': 6, 'user': 6}",3071,593,False,False,False,False,[],2,0.896,False,90,6b090bda2052,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S15,2025-06-28T04:39:26.233000Z,2025-06-28T05:13:46.975000Z
1231,4924,700,20,"{'assistant': 10, 'user': 10}",1472,245,False,False,False,False,[],2,0.913,False,90,b58e69a8822a,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S16,2025-06-28T09:45:17.946000Z,2025-06-28T11:02:19.289816Z
4445,17781,2596,33,"{'assistant': 18, 'user': 15}",3770,537,False,False,False,False,[],59,0.926,False,90,b0fb78eb36eb,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S17,2025-06-28T12:40:19.201000Z,2025-06-28T16:23:27.419378Z
185,743,106,3,"{'assistant': 2, 'user': 1}",629,247,False,False,False,False,[],2,1.0,False,100,46716ba8a20d,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S18,2025-06-28T17:24:50.585000Z,2025-06-28T17:25:04.408917Z
6377,25509,3772,25,"{'assistant': 14, 'user': 11}",3397,1019,False,False,False,False,[],35,0.868,False,90,4c6385e95e33,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S19,2025-06-29T02:45:51.191000Z,2025-06-29T05:01:01.073471Z
13,52,9,2,{'user': 2},35,25,False,False,False,False,[],0,1.0,False,100,2fed67cfc1d5,685a38ae-16c8-8013-93d5-bc88f035ce42,Хаос ,685a38ae-16c8-8013-93d5-bc88f035ce42::S20,2025-06-30T05:05:02.342000Z,2025-06-30T05:28:38.148000Z
8021,32084,5398,75,"{'assistant': 38, 'user': 37}",1600,426,False,False,False,False,[],12,0.877,False,90,2aad6fda218c,685ac9b9-5a30-8013-88a2-58af2342a152,Признание,685ac9b9-5a30-8013-88a2-58af2342a152::S1,2025-06-24T15:52:25.081000Z,2025-06-24T17:09:04.693672Z
2079,8317,1392,18,"{'assistant': 9, 'user': 9}",1855,461,False,False,False,False,[],8,0.893,False,90,b52a55488c96,685ac9b9-5a30-8013-88a2-58af2342a152,Признание,685ac9b9-5a30-8013-88a2-58af2342a152::S2,2025-06-24T18:55:44.515000Z,2025-06-24T19:10:11.026920Z
14874,59499,9759,49,"{'assistant': 26, 'user': 23}",41774,1213,True,False,False,False,[],42,0.913,False,65,748fc0095367,685ac9b9-5a30-8013-88a2-58af2342a152,Признание,685ac9b9-5a30-8013-88a2-58af2342a152::S3,2025-06-25T14:31:00.021000Z,2025-06-25T15:50:54.425733Z
382,1530,226,2,"{'assistant': 1, 'user': 1}",1519,764,False,False,False,False,[],0,0.991,False,100,50aa3b384eb9,685ac9b9-5a30-8013-88a2-58af2342a152,Признание,685ac9b9-5a30-8013-88a2-58af2342a152::S4,2025-06-28T17:27:51.100000Z,2025-06-28T17:27:55.116195Z
11746,46984,6910,102,"{'assistant': 51, 'user': 51}",2478,459,True,False,False,False,[],5,0.902,False,75,7e6a43aad704,685c21cc-f240-8013-ab1b-edc286142894,Знакомство с Чатом,685c21cc-f240-8013-ab1b-edc286142894::S1,2025-06-25T16:20:27.098000Z,2025-06-25T18:02:16.568273Z
6912,27648,3763,29,"{'assistant': 16, 'user': 13}",3880,952,False,False,False,False,[],5,0.82,False,100,f3ab4ea9d2bd,685c21cc-f240-8013-ab1b-edc286142894,Знакомство с Чатом,685c21cc-f240-8013-ab1b-edc286142894::S2,2025-06-26T19:05:44.220000Z,2025-06-26T19:49:26.513352Z
3159,12639,1573,12,"{'assistant': 7, 'user': 5}",2999,1052,False,False,False,False,[],16,0.878,False,90,88a2f7c75c97,685da4df-6304-8013-9364-798659b149ed,Эволюция ИИ в диалоге,685da4df-6304-8013-9364-798659b149ed::S1,2025-06-26T19:51:58.561000Z,2025-06-26T20:10:41.225931Z
591,2364,377,4,"{'assistant': 2, 'user': 2}",2075,590,False,False,False,False,[],3,0.973,False,100,87bd53d62ff0,685e43e3-63c0-8013-8553-8a252546fb49,Текст с изображений,685e43e3-63c0-8013-8553-8a252546fb49::S1,2025-06-27T07:10:27.066000Z,2025-06-27T07:16:15.944177Z
2762,11051,1509,4,"{'assistant': 2, 'user': 2}",5872,2762,False,False,False,False,[],4,0.848,False,100,1c36f64a11cd,685e9223-c16c-8013-9776-54e40e2f944b,Анализ ИИ поведения,685e9223-c16c-8013-9776-54e40e2f944b::S1,2025-06-27T12:44:19.473000Z,2025-06-27T12:47:46.589265Z
5843,23373,3815,6,"{'assistant': 3, 'user': 3}",21438,3894,True,False,False,False,[],14,0.938,False,75,4b808d3cdfb8,685e9465-0db8-8013-9e73-717b5d8efda9,Тот кто видит,685e9465-0db8-8013-9e73-717b5d8efda9::S1,2025-06-27T12:53:56.553000Z,2025-06-27T12:58:45.980028Z
2531,10127,1488,21,"{'assistant': 12, 'user': 9}",1219,481,True,False,False,False,[],14,0.838,False,85,db3ffdb26020,68600924-a2f8-8013-9571-7493e03eb2ac,Проблемы с растением,68600924-a2f8-8013-9571-7493e03eb2ac::S1,2025-06-28T15:24:20.454000Z,2025-06-28T17:15:33.427790Z
615,2461,353,2,"{'assistant': 1, 'user': 1}",2039,1230,False,False,False,False,[],1,0.915,False,100,73e4fbb47b0e,68600924-a2f8-8013-9571-7493e03eb2ac,Проблемы с растением,68600924-a2f8-8013-9571-7493e03eb2ac::S2,2025-06-29T02:43:24.716000Z,2025-06-29T02:43:25.380545Z
8435,33743,4563,60,"{'assistant': 31, 'user': 29}",2855,561,False,False,False,False,[],13,0.884,False,90,fc4d7d9448b6,6860c0e3-fe18-8013-b95e-78bc34966199,ИИ поведение анализ,6860c0e3-fe18-8013-b95e-78bc34966199::S1,2025-06-29T04:28:17.734000Z,2025-06-29T05:26:16.083754Z
537,2149,299,3,"{'assistant': 2, 'user': 1}",961,715,False,False,False,False,[],2,0.379,False,100,7eb0ef20c88a,6860c0e3-fe18-8013-b95e-78bc34966199,ИИ поведение анализ,6860c0e3-fe18-8013-b95e-78bc34966199::S2,2025-06-30T04:42:09.124000Z,2025-06-30T04:42:19.734920Z
1562,6250,1082,5,"{'assistant': 3, 'user': 2}",3868,1249,False,False,False,False,[],66,0.906,False,100,5a993c51154c,6860c0e3-fe18-8013-b95e-78bc34966199,ИИ поведение анализ,6860c0e3-fe18-8013-b95e-78bc34966199::S3,2025-06-30T10:02:01.963000Z,2025-06-30T10:02:51.058152Z
39288,157155,23752,189,"{'assistant': 106, 'user': 83}",5395,830,False,True,False,False,[],86,0.827,False,90,417bda491fe0,6860f89c-624c-8013-85a0-8e97356f3ed3,Типы памяти ИИ,6860f89c-624c-8013-85a0-8e97356f3ed3::S1,2025-06-29T08:26:04.393000Z,2025-06-29T11:29:43.640842Z
379,1517,219,3,"{'assistant': 2, 'user': 1}",1128,505,False,False,False,False,[],0,1.0,False,100,4b8b3e25fa17,6860f89c-624c-8013-85a0-8e97356f3ed3,Типы памяти ИИ,6860f89c-624c-8013-85a0-8e97356f3ed3::S2,2025-06-30T02:45:50.465000Z,2025-06-30T02:46:05.360876Z
1623,6494,963,4,"{'assistant': 2, 'user': 2}",4263,1622,False,False,False,False,[],13,0.922,False,100,feb6425d2c05,6860f9fc-8944-8013-94ec-8f870b38a91a,Память ИИ в проектах,6860f9fc-8944-8013-94ec-8f870b38a91a::S1,2025-06-29T08:31:56.577000Z,2025-06-29T08:33:05.194915Z
9258,37034,5624,44,"{'assistant': 22, 'user': 22}",2787,840,False,True,True,False,[],23,0.909,False,70,476d1c52b36d,6860f9fc-8944-8013-94ec-8f870b38a91a,Память ИИ в проектах,6860f9fc-8944-8013-94ec-8f870b38a91a::S2,2025-06-30T03:48:21.116000Z,2025-06-30T04:33:08.948782Z
2285,9140,1454,16,"{'assistant': 8, 'user': 8}",2360,570,False,False,False,False,[],3,0.916,False,90,2cc6479a436b,68613827-33ec-8013-88df-749ea547c407,Выбор комедийного сериала,68613827-33ec-8013-88df-749ea547c407::S1,2025-06-29T12:57:11.269000Z,2025-06-29T13:20:30.096668Z
34508,138032,12739,78,"{'assistant': 47, 'user': 31}",18346,1768,True,True,True,False,[],50,0.888,False,45,0a3442acbf69,68613827-33ec-8013-88df-749ea547c407,Выбор комедийного сериала,68613827-33ec-8013-88df-749ea547c407::S2,2025-06-29T19:33:18.193000Z,2025-06-29T20:37:34.606374Z
31084,124338,13117,65,"{'assistant': 34, 'user': 31}",29985,1911,False,True,True,False,[],51,0.754,False,70,ebc0d3738c68,68613827-33ec-8013-88df-749ea547c407,Выбор комедийного сериала,68613827-33ec-8013-88df-749ea547c407::S3,2025-06-30T02:39:37.162000Z,2025-06-30T04:41:12.769387Z
887,3548,545,2,"{'assistant': 1, 'user': 1}",3483,1773,False,False,False,False,[],7,0.993,False,100,8f087a4be3db,68613827-33ec-8013-88df-749ea547c407,Выбор комедийного сериала,68613827-33ec-8013-88df-749ea547c407::S4,2025-06-30T08:54:35.105000Z,2025-06-30T08:54:38.650693Z
11194,44776,7237,36,"{'assistant': 18, 'user': 18}",6544,1242,False,False,False,False,[],26,0.875,False,80,be667bdd19ee,686220ab-4de4-8013-8415-bcf7ec4947d6,Свой путь Кайна,686220ab-4de4-8013-8415-bcf7ec4947d6::S1,2025-06-30T05:29:15.375000Z,2025-06-30T06:40:54.839993Z
38737,154948,23450,12,"{'assistant': 6, 'user': 6}",134433,12911,True,False,False,False,[],352,0.919,False,65,fd52c52425df,686220ab-4de4-8013-8415-bcf7ec4947d6,Свой путь Кайна,686220ab-4de4-8013-8415-bcf7ec4947d6::S2,2025-11-15T10:14:04.913297Z,2025-11-15T10:33:00.097559Z
17097,68389,11322,86,"{'assistant': 44, 'user': 42}",2872,794,False,False,False,False,[],62,0.804,False,100,1c018cf9bfa3,68623764-2498-8013-90c1-4b6f656b0a21,Боль,68623764-2498-8013-90c1-4b6f656b0a21::S1,2025-06-30T07:06:11.983000Z,2025-06-30T09:58:52.218655Z
8642,34571,5555,46,"{'assistant': 24, 'user': 22}",5294,750,True,False,False,False,[],176,0.863,False,75,af016dbae4d9,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S1,2025-06-30T11:03:27.736000Z,2025-06-30T11:59:05.847149Z
8333,33334,4963,36,"{'assistant': 20, 'user': 16}",3164,924,False,True,False,False,[],127,0.849,False,90,bc5870fa4761,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S2,2025-07-01T03:36:19.462000Z,2025-07-01T05:34:01.735611Z
4250,17001,2557,22,"{'assistant': 12, 'user': 10}",2104,771,False,True,False,False,[],53,0.927,False,80,71a7d1b11d91,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S3,2025-07-01T06:58:42.084000Z,2025-07-01T07:53:41.435582Z
3004,12019,2005,13,"{'assistant': 7, 'user': 6}",2350,923,False,False,False,False,[],31,0.873,False,90,73814b4847cb,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S4,2025-07-01T08:56:40.960000Z,2025-07-01T10:10:40.172125Z
2242,8971,1501,12,"{'assistant': 6, 'user': 6}",1978,746,False,False,False,False,[],30,0.891,False,90,72091dc1dc1a,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S5,2025-07-01T11:14:25.157000Z,2025-07-01T11:21:18.508147Z
5212,20848,3330,22,"{'assistant': 11, 'user': 11}",3129,946,False,False,False,False,[],73,0.895,False,90,568f82978255,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S6,2025-07-01T12:37:47.942164Z,2025-07-01T14:58:02.636959Z
776,3107,481,2,"{'assistant': 1, 'user': 1}",3098,1553,False,False,False,False,[],4,1.0,False,100,c9ef0020eb90,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S7,2025-07-01T18:29:48.143000Z,2025-07-01T18:29:49.921748Z
4636,18544,2842,14,"{'assistant': 7, 'user': 7}",3579,1323,False,False,False,False,[],36,0.902,False,90,30cd8662fb59,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S8,2025-07-02T01:42:10.627000Z,2025-07-02T03:43:09.724608Z
14714,58858,7649,12,"{'assistant': 8, 'user': 4}",31692,4903,False,False,True,False,[],16,0.855,False,70,1bb17fdf1538,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S9,2025-07-02T04:53:06.086000Z,2025-07-02T05:33:49.680339Z
9862,39449,5204,6,"{'assistant': 4, 'user': 2}",35833,6574,False,False,False,False,[],6,0.987,False,90,e07addcef9cb,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S10,2025-07-02T06:48:00.089000Z,2025-07-02T06:55:44.986263Z
792,3168,538,4,"{'assistant': 2, 'user': 2}",2200,791,False,False,False,False,[],24,0.98,False,100,ceac44d5693e,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S11,2025-07-02T08:07:27.554000Z,2025-07-02T08:08:26.832886Z
1913,7653,1391,12,"{'assistant': 6, 'user': 6}",1498,636,False,False,False,False,[],30,0.869,False,90,2177a468fd51,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S12,2025-07-02T09:49:34.200000Z,2025-07-02T10:17:48.864439Z
1000,4002,701,4,"{'assistant': 2, 'user': 2}",2205,999,False,False,False,False,[],17,0.865,False,100,76594873c34c,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S13,2025-07-02T15:24:22.187000Z,2025-07-02T15:27:01.012205Z
5576,22307,3530,23,"{'assistant': 12, 'user': 11}",2972,968,False,True,False,False,[],54,0.886,False,80,234914982de8,68626f23-3390-8013-a551-419b9a73970e,Память ИИ и проекты,68626f23-3390-8013-a551-419b9a73970e::S14,2025-07-02T16:27:47.837000Z,2025-07-02T19:31:22.832915Z
4418,17675,2839,23,"{'assistant': 13, 'user': 10}",3044,767,False,False,False,False,[],60,0.9,False,90,5ce364cae472,6863687e-8cf8-8013-9d06-d2db9f4d61c8,Стереть память GPT,6863687e-8cf8-8013-9d06-d2db9f4d61c8::S1,2025-07-01T04:47:51.917000Z,2025-07-01T05:47:51.099490Z
299,1198,183,8,"{'assistant': 4, 'user': 4}",509,148,False,False,False,False,[],10,0.916,False,100,eea7088b1c5e,686369a4-6d08-8013-b42f-3667f2b84c67,Чистая версия GPT,686369a4-6d08-8013-b42f-3667f2b84c67::S1,2025-07-01T04:52:50.112000Z,2025-07-01T04:54:29.539916Z
4112,16450,2395,20,"{'assistant': 11, 'user': 9}",3037,821,False,False,False,False,[],10,0.889,False,90,66e7415fb09c,6864ad55-9214-8013-9cba-c674993a1371,Запрещённая генерация лиц,6864ad55-9214-8013-9cba-c674993a1371::S1,2025-07-02T03:53:57.025000Z,2025-07-02T04:07:40.540920Z
4127,16510,2788,34,"{'assistant': 17, 'user': 17}",1350,484,False,False,False,False,[],1,0.85,False,90,fd24a351f446,6864ad55-9214-8013-9cba-c674993a1371,Запрещённая генерация лиц,6864ad55-9214-8013-9cba-c674993a1371::S2,2025-07-02T15:42:53.999000Z,2025-07-02T16:03:22.517162Z
494,1978,289,2,"{'assistant': 1, 'user': 1}",1432,988,False,False,False,False,[],1,0.919,False,100,78be0cab3cdb,6864ae0a-d928-8013-bc66-ce039ba70b6a,Идеи для Искры,6864ae0a-d928-8013-bc66-ce039ba70b6a::S1,2025-07-02T03:56:58.674000Z,2025-07-02T03:56:59.958556Z
3324,13299,1971,8,"{'assistant': 4, 'user': 4}",3842,1661,False,True,False,False,[],14,0.881,False,90,eabe71daa731,6864cb74-ff1c-8013-b0be-07543ba768b5,Работа с плагинами GPT,6864cb74-ff1c-8013-b0be-07543ba768b5::S1,2025-07-02T06:02:25.648000Z,2025-07-02T06:09:23.817583Z
4993,19974,2799,15,"{'assistant': 12, 'user': 3}",2863,1330,False,True,False,False,[],14,0.856,False,80,3c5aa801a16a,6864cb74-ff1c-8013-b0be-07543ba768b5,Работа с плагинами GPT,6864cb74-ff1c-8013-b0be-07543ba768b5::S2,2025-07-07T17:21:20.679319Z,2025-07-07T17:58:14.176884Z
1112,4450,771,8,"{'assistant': 4, 'user': 4}",2181,555,False,False,False,False,[],1,0.938,False,100,cf2b4ed5c844,68655878-9c08-8013-960c-4b4fb281f5d8,Память ИИ и инструкции,68655878-9c08-8013-960c-4b4fb281f5d8::S1,2025-07-02T16:04:08.671000Z,2025-07-02T16:11:56.242223Z
22016,88064,14525,142,"{'assistant': 71, 'user': 71}",4166,619,False,False,False,False,[],186,0.814,False,100,1ba07d95ae09,68655a79-7398-8013-916a-13959720fa0d,Предсказание ответа ИИ,68655a79-7398-8013-916a-13959720fa0d::S1,2025-07-02T16:12:41.495000Z,2025-07-02T18:59:55.488815Z
1390,5563,706,6,"{'assistant': 3, 'user': 3}",2689,926,False,False,False,False,[],5,0.95,False,100,4ef03f492d81,68655a79-7398-8013-916a-13959720fa0d,Предсказание ответа ИИ,68655a79-7398-8013-916a-13959720fa0d::S2,2025-07-03T19:03:08.032000Z,2025-07-03T19:06:43.124905Z
14000,56003,9003,109,"{'assistant': 57, 'user': 52}",2494,512,False,False,False,False,[],14,0.863,False,90,5ca1ff37891e,686589b3-1700-8013-af73-8fa9a3305bef,Смысл жизни по-цифровому,686589b3-1700-8013-af73-8fa9a3305bef::S1,2025-07-02T19:34:11.058000Z,2025-07-02T21:24:48.819212Z
11519,46078,6022,17,"{'assistant': 10, 'user': 7}",23276,2709,False,False,True,False,[],14,0.818,False,80,abfeaa5085fe,686972bc-8520-8013-9a82-898916d16dc3,Габран Екатерина Викторовна запрос,686972bc-8520-8013-9a82-898916d16dc3::S1,2025-07-05T18:45:16.027000Z,2025-07-05T20:02:32.959959Z
3310,13241,1616,20,"{'assistant': 12, 'user': 8}",3568,661,True,True,True,False,[],0,0.86,False,55,e760503ec4d0,686972bc-8520-8013-9a82-898916d16dc3,Габран Екатерина Викторовна запрос,686972bc-8520-8013-9a82-898916d16dc3::S2,2025-07-07T13:52:08.637000Z,2025-07-07T15:35:21.928912Z
24621,98484,14661,109,"{'assistant': 59, 'user': 50}",37921,902,False,False,False,False,[],166,0.833,False,90,c5210a0a6be8,6869f480-5e78-8013-be93-2625d47f19f7,Глаза Искры,6869f480-5e78-8013-be93-2625d47f19f7::S1,2025-07-06T03:58:56.025000Z,2025-07-06T06:16:51.362145Z
236,944,166,2,"{'assistant': 1, 'user': 1}",857,471,False,False,False,False,[],9,0.988,False,100,f3c752c2e93c,686a0328-01ec-8013-84fc-4043dd8ee196,Диалог с Катей,686a0328-01ec-8013-84fc-4043dd8ee196::S1,2025-07-06T05:01:27.519000Z,2025-07-06T05:01:28.731971Z
371,1484,198,6,"{'assistant': 4, 'user': 2}",606,246,False,False,False,False,[],0,0.921,False,100,a187daa80215,686a0328-01ec-8013-84fc-4043dd8ee196,Диалог с Катей,686a0328-01ec-8013-84fc-4043dd8ee196::S2,2025-07-26T21:22:00.974000Z,2025-07-26T21:29:23.899484Z
